year,month,COUNTRY,est,se,iso3
2019,12,Argentina,0,0,ARG
2019,12,Australia,0,1.58774871916734E-07,AUS
2019,12,Austria,0,0.000216982085190609,AUT
2019,12,Belgium,0,0,BEL
2019,12,Brazil,0,0,BRA
2019,12,Brunei Daru alam,0,0.553709533270251,BRN
2019,12,Bulgaria,0,0,BGR
2019,12,Canada,0,0,CAN
2019,12,Chile,0,0,CHL
2019,12,China,0,0,CHN
2019,12,Colombia,0,0,COL
2019,12,Costa Rica,0,0,CRI
2019,12,Denmark,0,0.000495834842272114,DNK
2019,12,Ecuador,0,0,ECU
2019,12,Egypt,0,2.82489587277723E-11,EGY
2019,12,Equatorial Guinea,0,0,GNQ
2019,12,France,0,0,FRA
2019,12,Germany,0,0,DEU
2019,12,Hungary,0,0,HUN
2019,12,India,0,0.00689903026228667,IND
2019,12,Ireland,0,0,IRL
2019,12,Italy,0,0,ITA
2019,12,Kazakhstan,0,3.06493262551832E-05,KAZ
2019,12,Luxembourg,0,5.57320856131582E-11,LUX
2019,12,Mexico,0,0,MEX
2019,12,Nepal,0,7.0235904485294E-05,NPL
2019,12,Netherlands,0,0,NLD
2019,12,Norway,0,0,NOR
2019,12,Paraguay,0,0.000314891431999476,PRY
2019,12,Peru,0,0,PER
2019,12,Poland,0,0,POL
2019,12,Portugal,0,0,PRT
2019,12,Saudi Arabia,0,0,SAU
2019,12,South Africa,0,3.12724721451829E-07,ZAF
2019,12,Spain,0,0,ESP
2019,12,Sweden,0,0,SWE
2019,12,Switzerland,0,5.72875080706581E-14,CHE
2019,12,Taiwan,0,0,TWN
2019,12,Ukraine,0,0,UKR
2019,12,United Kingdom,0,0,GBR
2019,12,United States,0,0,USA
2019,12,Venezuela,0,8.38040747908053E-12,VEN
2019,12,Yemen,0,0,YEM
